time_h,temperature_c,snowfall_kg_m2,rain_mm
269.0,-4.172546895706438,2.055364772261915e-08,0.0
270.0,-3.7499999999999973,9.249790752715937e-09,0.0
271.0,-3.259304756871716,4.098161382924764e-09,0.0
272.0,-2.733333333333324,1.7875588711279876e-09,0.0
273.0,-2.207361909794961,7.676191478588963e-10,0.0
274.0,-1.7166666666666783,3.2452293412700845e-10,0.0
275.0,-1.2941197709602361,1.3507007379550455e-10,0.0
276.0,-0.9679491924311263,5.534610071701053e-11,0.0
277.0,-0.7598150140885349,2.2326933030404612e-11,0.0
278.0,-0.6833333333333331,8.867174579867374e-12,0.0
279.0,-0.7431483474218599,3.4670140144040717e-12,0.0
280.0,-0.9346158590977911,1.3345660848219939e-12,0.0
281.0,-1.244119770960233,5.057532933823409e-13,0.0
282.0,-1.6500000000000083,1.886911380126559e-13,0.0
283.0,-2.124028576461624,6.930721323780204e-14,0.0
284.0,-2.6333333333333204,2.5062218871452743e-14,0.0
285.0,-3.142638090205046,8.922257414107796e-15,0.0
286.0,-3.616666666666661,3.1271169814726747e-15,0.0
287.0,-4.022546895706415,1.0790154315677587e-15,0.0
288.0,-4.332050807568876,3.665433395601071e-16,0.0
289.0,-4.5235183192448,1.2258495096267574e-16,0.0
290.0,-4.583333333333334,4.03611127971037e-17,0.0
291.0,-4.506851652578138,1.3082876881151785e-17,0.0
292.0,-4.298717474235538,4.175010055850544e-18,0.0
293.0,-3.9725468957064285,1.3116741086720825e-18,0.0
294.0,-3.55000000000001,4.057032763071171e-19,0.0
295.0,-3.059304756871703,1.235393274008101e-19,0.0
296.0,-2.533333333333339,3.703531977652371e-20,0.0
297.0,-2.007361909794975,1.0930527316148306e-20,0.0
298.0,-1.5166666666666666,3.1759984198899707e-21,0.0
299.0,-1.0941197709602462,9.085181129586187e-22,0.0
300.0,-0.7679491924311339,2.558592081048686e-22,0.0
301.0,-0.5598150140885316,7.09386078520325e-23,0.0
302.0,-0.48333333333333295,1.936325745854724e-23,0.0
303.0,-0.5431483474218637,5.203413355969952e-24,0.0
304.0,-0.7346158590977836,1.3766146386619326e-24,0.0
305.0,-1.044119770960243,3.5855071118631776e-25,0.0
306.0,-1.4499999999999955,9.193967025366266e-26,0.0
307.0,-1.9240285764616094,2.3209695569121015e-26,0.0
308.0,-2.433333333333334,5.768329961247925e-27,0.0
309.0,-2.9426380902050315,1.4113830410704969e-27,0.0
310.0,-3.416666666666648,3.3998037073642365e-28,0.0
311.0,-3.8225468957064255,8.062633900689043e-29,0.0
312.0,-4.132050807568869,1.882409847594975e-29,0.0
313.0,-4.323518319244803,4.326787642856123e-30,0.0
314.0,-4.383333333333333,9.791091834503604e-31,0.0
315.0,-4.306851652578135,2.1812769797009915e-31,0.0
316.0,-4.098717474235546,4.7841485558169036e-32,0.0
317.0,-3.772546895706439,1.033029315577958e-32,0.0
318.0,-3.3499999999999983,2.1960123814129286e-33,0.0
319.0,-2.8593047568717167,4.595905299499901e-34,0.0
320.0,-2.333333333333354,9.469379172715915e-35,0.0
321.0,-1.8073619097949614,1.9208174445173442e-35,0.0
322.0,-1.3166666666666793,3.83587833842696e-36,0.0
323.0,-0.8941197709602364,7.541499491307603e-37,0.0
324.0,-0.5679491924311273,1.4597037932095942e-37,0.0
325.0,-0.3598150140885279,2.7815438819426146e-38,1.0
326.0,-0.2833333333333332,5.218206287518388e-39,1.0
327.0,-0.34314834742185973,9.637640456661234e-40,1.0
328.0,-0.5346158590977903,1.7524044437385439e-40,0.0
329.0,-0.8441197709602324,3.1369826729581847e-41,0.0
330.0,-1.2499999999999831,5.5284583580775926e-42,0.0
331.0,-1.7240285764616228,9.592020853153536e-43,0.0
332.0,-2.233333333333319,1.638439217006888e-43,0.0
333.0,-2.742638090205017,2.7552734256278633e-44,0.0
334.0,-3.21666666666666,4.561558209320385e-45,0.0
335.0,-3.622546895706435,7.43491294266741e-46,0.0
